id,rank,score,name,course,region,jis_code,pref,city,ward,station,distance,type,gender,review,did_pref,did_city
186,182,63,頌栄女子学院中学校,1回,関東,13103,東京都,港区,NA,高輪台駅,3,私立,女子校,4.02,98.5507482633681,100
187,182,63,広尾学園小石川中学校,第3回ISG,関東,13105,東京都,文京区,NA,千石駅,6,私立,共学,3,98.5507482633681,100
188,182,63,広尾学園小石川中学校,第4回本科,関東,13105,東京都,文京区,NA,千石駅,6,私立,共学,3,98.5507482633681,100
189,182,63,品川女子学院中等部,算数,関東,13109,東京都,品川区,NA,北品川駅,4,私立,女子校,3.94,98.5507482633681,100
190,182,63,攻玉社中学校,2回,関東,13109,東京都,品川区,NA,不動前駅,4,私立,男子校,4.14,98.5507482633681,100
191,182,63,桜修館中等教育学校,NA,関東,13110,東京都,目黒区,NA,都立大学駅,10,公立,共学,4.18,98.5507482633681,100
192,182,63,田園調布学園中等部,1回午後,関東,13112,東京都,世田谷区,NA,田園調布駅,10,私立,女子校,3.7,98.5507482633681,100
193,182,63,三田国際科学学園中学校,2回ｲﾝﾀｰ,関東,13112,東京都,世田谷区,NA,用賀駅,7,私立,共学,3.8699999999999997,98.5507482633681,100
194,182,63,三田国際科学学園中学校,2回ｲﾝﾀｰｻｲｴﾝｽ,関東,13112,東京都,世田谷区,NA,用賀駅,7,私立,共学,3.8699999999999997,98.5507482633681,100
195,182,63,学習院中等科一般2回,NA,関東,13116,東京都,豊島区,NA,目白駅,10,私立,男子校,4.17,98.5507482633681,100
196,182,63,立教池袋中学校,一般2回,関東,13116,東京都,豊島区,NA,要町駅,8,私立,男子校,4.03,98.5507482633681,100
197,182,63,城北中学校,3回,関東,13119,東京都,板橋区,NA,上板橋駅,13,私立,男子校,4.06,98.5507482633681,100
198,182,63,芝浦工業大学附属中学校,英語,関東,13108,東京都,江東区,NA,新豊洲駅,6,私立,共学,3.72,98.5507482633681,100
199,182,63,芝浦工業大学附属中学校,言語･探求,関東,13108,東京都,江東区,NA,新豊洲駅,6,私立,共学,3.72,98.5507482633681,100
200,182,63,東京学芸大学附属国際中等教育学校B,NA,関東,13120,東京都,練馬区,NA,大泉学園駅,7,国立,共学,3.79,98.5507482633681,100
201,182,63,青山学院横浜英和中学校,B,関東,14100,神奈川県,横浜市,南区,蒔田駅,9,私立,共学,3.62,94.6540436924625,97.6473537594133
202,182,63,神奈川大学附属中学校,1回,関東,14100,神奈川県,横浜市,緑区,中山駅,20,私立,共学,4.02,94.6540436924625,97.6473537594133
203,182,63,神奈川大学附属中学校,3回,関東,14100,神奈川県,横浜市,緑区,中山駅,20,私立,共学,4.02,94.6540436924625,97.6473537594133
204,182,63,山手学院中学校,特待選抜,関東,14100,神奈川県,横浜市,栄区,港南台駅,15,私立,共学,3.7800000000000002,94.6540436924625,97.6473537594133
205,182,63,法政大学第二中学校,1回,関東,14130,神奈川県,川崎市,中原区,武蔵小杉駅,12,私立,男子校,3.7600000000000002,94.6540436924625,99.2867924969869
206,182,63,鎌倉学園中学校,2次,関東,14204,神奈川県,鎌倉市,NA,北鎌倉駅,14,私立,男子校,4,94.6540436924625,96.373690000579
207,182,63,逗子開成中学校,3次,関東,14208,神奈川県,逗子市,NA,逗子駅,11,私立,男子校,4.01,94.6540436924625,95.720294426919
208,182,63,大宮開成中学校,特待生選抜,関東,11100,埼玉県,さいたま市,大宮区,大宮公園駅,29,私立,共学,3.75,81.6736001764522,93.9118974339608
209,182,63,淑徳与野中学校,特進第1回,関東,11100,埼玉県,さいたま市,中央区,さいたま新都心駅,12,私立,女子校,3.8,81.6736001764522,93.9118974339608
210,182,63,開智中学校,第1回≪前･先端1≫,関東,11100,埼玉県,さいたま市,岩槻区,東岩槻駅,18,私立,共学,3.92,81.6736001764522,93.9118974339608
211,182,63,専修大学松戸中学校,第1回,関東,12207,千葉県,松戸市,NA,北松戸駅,12,私立,共学,3.46,76.754353582158,97.8192890059249
212,182,63,並木中等教育学校,NA,関東,8220,茨城県,つくば市,NA,荒川沖駅,NA,公立,共学,4.18,40.7899312489078,38.263895785745
213,182,63,東海中学校,NA,中部,23100,愛知県,名古屋市,東区,車道駅,11,私立,男子校,4.21,78.7843681367308,98.7497941836294
214,182,63,清風中学校,前期･理Ⅲﾌﾟﾚﾐｱﾑ,近畿,27100,大阪府,大阪市,天王寺区,大阪上本町駅,2,私立,男子校,3.92,95.935960605068,99.9851039742597
215,182,63,須磨学園中学校,2回A,近畿,28100,兵庫県,神戸市,須磨区,板宿駅,14,私立,共学,4.39,78.7931642111018,93.9352274396257
216,182,63,須磨学園中学校,3回A,近畿,28100,兵庫県,神戸市,須磨区,板宿駅,14,私立,共学,4.39,78.7931642111018,93.9352274396257
217,182,63,洛星中学校,後期併願,近畿,26100,京都府,京都市,北区,北野白梅町駅,4,私立,男子校,4.24,84.4101847610263,95.5079615473693
218,182,63,東山中学校,後期ﾕﾘｰｶ,近畿,26100,京都府,京都市,左京区,蹴上駅,13,私立,男子校,3.8299999999999996,84.4101847610263,95.5079615473693
219,182,63,東山中学校,前期Bﾕﾘｰｶ,近畿,26100,京都府,京都市,左京区,蹴上駅,13,私立,男子校,3.8299999999999996,84.4101847610263,95.5079615473693
220,182,63,京都教育大学附属桃山中学校,NA,近畿,26100,京都府,京都市,伏見区,近鉄丹波橋駅,5,国立,共学,3.51,84.4101847610263,95.5079615473693
221,182,63,帝塚山中学校,2次A女子S選抜,近畿,29201,奈良県,奈良市,NA,学園前駅,6,私立,共学,4.06,67.0351906003369,87.0518568649014
222,182,63,帝塚山中学校,2次A男子S理系,近畿,29201,奈良県,奈良市,NA,学園前駅,6,私立,共学,4.06,67.0351906003369,87.0518568649014
223,182,63,帝塚山中学校,B男子S理系,近畿,29201,奈良県,奈良市,NA,学園前駅,6,私立,共学,4.06,67.0351906003369,87.0518568649014
224,182,63,福岡大学附属大濠中学校,NA,九州・沖縄,40130,福岡県,福岡市,中央区,六本松駅,8,私立,共学,3.8099999999999996,73.7395754100998,97.0081096904475
225,182,63,早稲田佐賀中学校,2月一般･首都圏,九州・沖縄,41202,佐賀県,唐津市,NA,唐津駅,20,私立,共学,3.8699999999999997,34.8611484246564,35.82084465763
226,182,63,大宮国際中等教育学校,NA,関東,11100,埼玉県,さいたま市,大宮区,大宮駅,NA,公立,共学,3.79,81.6736001764522,93.9118974339608
227,182,63,水戸第一高等学校附属中学校,NA,関東,8201,茨城県,水戸市,NA,水戸駅,NA,公立,共学,NA,40.7899312489078,64.3367752184273
228,182,63,土浦第一高等学校附属中学校,NA,関東,8203,茨城県,土浦市,NA,土浦駅,NA,公立,共学,NA,40.7899312489078,59.3254219632023
229,229,62,札幌日本大学中学校,特待生,北海道,1234,北海道,北広島市,NA,上野幌駅,7,私立,共学,4,76.0440292813976,86.4055972907462
230,229,62,大妻中学校,4回,関東,13101,東京都,千代田区,NA,半蔵門駅,8,私立,女子校,3.7,98.5507482633681,100
231,229,62,暁星中学校,2回,関東,13101,東京都,千代田区,NA,九段下駅,7,私立,男子校,3.8899999999999997,98.5507482633681,100
232,229,62,九段中等教育学校B･都内,NA,関東,13101,東京都,千代田区,NA,九段下駅,7,公立,共学,3.9499999999999997,98.5507482633681,100
233,229,62,山脇学園中学校,国語1科,関東,13103,東京都,港区,NA,赤坂見附駅,9,私立,女子校,3.3,98.5507482633681,100
234,229,62,普連土学園中学校,1日午後算数,関東,13103,東京都,港区,NA,田町駅,12,私立,女子校,3.69,98.5507482633681,100
235,229,62,頌栄女子学院中学校,2回,関東,13103,東京都,港区,NA,高輪台駅,3,私立,女子校,4.02,98.5507482633681,100
236,229,62,広尾学園小石川中学校,第2回ISG,関東,13105,東京都,文京区,NA,千石駅,6,私立,共学,3,98.5507482633681,100
237,229,62,香蘭女学校中等科1回,NA,関東,13109,東京都,品川区,NA,旗の台駅,7,私立,女子校,3.9299999999999997,98.5507482633681,100
238,229,62,世田谷学園中学校,3次理数,関東,13112,東京都,世田谷区,NA,三軒茶屋駅,12,私立,男子校,4.01,98.5507482633681,100
239,229,62,恵泉女学園中学校,1回,関東,13112,東京都,世田谷区,NA,経堂駅,13,私立,女子校,3.7800000000000002,98.5507482633681,100
240,229,62,恵泉女学園中学校,3回,関東,13112,東京都,世田谷区,NA,経堂駅,13,私立,女子校,3.7800000000000002,98.5507482633681,100
241,229,62,東京都市大学付属中学校,1回Ⅰ類,関東,13112,東京都,世田谷区,NA,成城学園前駅,12,私立,男子校,4,98.5507482633681,100
242,229,62,明治大学付属中野中学校,1回,関東,13114,東京都,中野区,NA,東中野駅,9,私立,男子校,3.7800000000000002,98.5507482633681,100
243,229,62,國學院大學久我山中学校,ST第1回,関東,13115,東京都,杉並区,NA,久我山駅,13,私立,共学,3.66,98.5507482633681,100
244,229,62,立教女学院中学校,一般,関東,13115,東京都,杉並区,NA,三鷹台駅,5,私立,女子校,4,98.5507482633681,100
245,229,62,学習院中等科一般1回,NA,関東,13116,東京都,豊島区,NA,目白駅,10,私立,男子校,4.17,98.5507482633681,100
246,229,62,立教池袋中学校,一般1回,関東,13116,東京都,豊島区,NA,要町駅,8,私立,男子校,4.03,98.5507482633681,100
247,229,62,城北中学校,2回,関東,13119,東京都,板橋区,NA,上板橋駅,13,私立,男子校,4.06,98.5507482633681,100
248,229,62,東京学芸大学附属国際中等教育学校A,NA,関東,13120,東京都,練馬区,NA,大泉学園駅,7,国立,共学,3.79,98.5507482633681,100
249,229,62,大泉高等学校附属中学校,NA,関東,13120,東京都,練馬区,NA,大泉学園駅,9,公立,共学,4.109999999999999,98.5507482633681,100
250,229,62,法政大学中学校,1回,関東,13204,東京都,三鷹市,NA,井の頭公園駅,13,私立,共学,3.8,98.5507482633681,100
251,229,62,中央大学附属横浜中学校,1回,関東,14100,神奈川県,横浜市,都筑区,センター北駅,11,私立,共学,3.92,94.6540436924625,97.6473537594133
252,229,62,青山学院横浜英和中学校,A,関東,14100,神奈川県,横浜市,南区,蒔田駅,9,私立,共学,3.62,94.6540436924625,97.6473537594133
253,229,62,神奈川大学附属中学校,2回,関東,14100,神奈川県,横浜市,緑区,中山駅,20,私立,共学,4.02,94.6540436924625,97.6473537594133
254,229,62,法政大学第二中学校,2回,関東,14130,神奈川県,川崎市,中原区,武蔵小杉駅,12,私立,男子校,3.7600000000000002,94.6540436924625,99.2867924969869
255,229,62,逗子開成中学校,2次,関東,14208,神奈川県,逗子市,NA,逗子駅,11,私立,男子校,4.01,94.6540436924625,95.720294426919
256,229,62,江戸川学園取手中学校,1回医科･5科,関東,8217,茨城県,取手市,NA,新取手駅,26,私立,共学,3.8299999999999996,40.7899312489078,73.6156289464621
257,229,62,江戸川学園取手中学校,1回医科･英語,関東,8217,茨城県,取手市,NA,新取手駅,26,私立,共学,3.8299999999999996,40.7899312489078,73.6156289464621
258,229,62,江戸川学園取手中学校,1回東大･5科,関東,8217,茨城県,取手市,NA,新取手駅,26,私立,共学,3.8299999999999996,40.7899312489078,73.6156289464621
259,229,62,江戸川学園取手中学校,1回東大･英語,関東,8217,茨城県,取手市,NA,新取手駅,26,私立,共学,3.8299999999999996,40.7899312489078,73.6156289464621
260,229,62,江戸川学園取手中学校,適性型,関東,8217,茨城県,取手市,NA,新取手駅,26,私立,共学,3.8299999999999996,40.7899312489078,73.6156289464621
261,229,62,滝中学校,NA,中部,23217,愛知県,江南市,NA,江南駅,23,私立,共学,4.07,78.7843681367308,58.7837769070276
262,229,62,清風中学校,後期･理Ⅲﾌﾟﾚﾐｱﾑ,近畿,27100,大阪府,大阪市,天王寺区,大阪上本町駅,2,私立,男子校,3.92,95.935960605068,99.9851039742597
263,229,62,須磨学園中学校,1回B,近畿,28100,兵庫県,神戸市,須磨区,板宿駅,14,私立,共学,4.39,78.7931642111018,93.9352274396257
264,229,62,洛星中学校,後期専願,近畿,26100,京都府,京都市,北区,北野白梅町駅,4,私立,男子校,4.24,84.4101847610263,95.5079615473693
265,229,62,同志社女子中学校,後期WR,近畿,26100,京都府,京都市,上京区,今出川駅,14,私立,女子校,4.05,84.4101847610263,95.5079615473693
266,229,62,洛北高等学校附属中学校,NA,近畿,26100,京都府,京都市,左京区,北山駅,13,公立,共学,4.18,84.4101847610263,95.5079615473693
267,229,62,京都女子中学校,B2 東雲,近畿,26100,京都府,京都市,東山区,七条駅,15,私立,女子校,3.59,84.4101847610263,95.5079615473693
268,229,62,帝塚山中学校,2次B男子S理系,近畿,29201,奈良県,奈良市,NA,学園前駅,6,私立,共学,4.06,67.0351906003369,87.0518568649014
269,229,62,帝塚山中学校,A女子S選抜併願,近畿,29201,奈良県,奈良市,NA,学園前駅,6,私立,共学,4.06,67.0351906003369,87.0518568649014
270,229,62,ノートルダム清心中学校,NA,中国,34100,広島県,広島市,西区,西広島駅,13,私立,女子校,3.79,65.4047466480361,86.5367094342388
271,229,62,広島学院中学校,NA,中国,34100,広島県,広島市,西区,古江駅,17,私立,男子校,4.01,65.4047466480361,86.5367094342388
272,229,62,広島中学校,NA,中国,34212,広島県,東広島市,NA,西高屋駅,7,公立,共学,3.9,65.4047466480361,34.31396484375
273,229,62,土佐中学校,NA,四国,39201,高知県,高知市,NA,梅の辻駅,3,私立,共学,3.86,44.322492108045,81.4665666294079
274,229,62,福岡教育大学附属福岡中学校,NA,九州・沖縄,40130,福岡県,福岡市,中央区,唐人町駅,12,国立,共学,3.75,73.7395754100998,97.0081096904475
275,229,62,早稲田佐賀中学校,12月新思考入試･首都圏,九州・沖縄,41202,佐賀県,唐津市,NA,唐津駅,20,私立,共学,3.8699999999999997,34.8611484246564,35.82084465763
276,229,62,早稲田佐賀中学校,1月一般･九州,九州・沖縄,41202,佐賀県,唐津市,NA,唐津駅,20,私立,共学,3.8699999999999997,34.8611484246564,35.82084465763
277,229,62,早稲田佐賀中学校,2月一般･九州,九州・沖縄,41202,佐賀県,唐津市,NA,唐津駅,20,私立,共学,3.8699999999999997,34.8611484246564,35.82084465763
278,229,62,ドルトン東京学園中等部,2/2午後理数特待,関東,13208,東京都,調布市,NA,仙川駅,NA,私立,共学,3.55,98.5507482633681,100
279,279,61,仙台二華中学校,NA,東北,4100,宮城県,仙台市,若林区,宮城野通駅,9,公立,共学,3.9299999999999997,65.5508523907079,91.589435253268
280,279,61,大妻中学校,2回,関東,13101,東京都,千代田区,NA,半蔵門駅,8,私立,女子校,3.7,98.5507482633681,100
281,279,61,大妻中学校,3回,関東,13101,東京都,千代田区,NA,半蔵門駅,8,私立,女子校,3.7,98.5507482633681,100
282,279,61,開智日本橋学園中学校,2回,関東,13102,東京都,中央区,NA,浅草橋駅,5,私立,共学,3.59,98.5507482633681,100
283,279,61,開智日本橋学園中学校,3回,関東,13102,東京都,中央区,NA,浅草橋駅,5,私立,共学,3.59,98.5507482633681,100
284,279,61,山脇学園中学校,一般B,関東,13103,東京都,港区,NA,赤坂見附駅,9,私立,女子校,3.3,98.5507482633681,100
285,279,61,山脇学園中学校,一般C,関東,13103,東京都,港区,NA,赤坂見附駅,9,私立,女子校,3.3,98.5507482633681,100
286,279,61,山脇学園中学校,算数1科,関東,13103,東京都,港区,NA,赤坂見附駅,9,私立,女子校,3.3,98.5507482633681,100
287,279,61,普連土学園中学校,2日午後2科,関東,13103,東京都,港区,NA,田町駅,12,私立,女子校,3.69,98.5507482633681,100
288,279,61,高輪中学校,C,関東,13103,東京都,港区,NA,泉岳寺駅,5,私立,男子校,4.14,98.5507482633681,100
289,279,61,広尾学園小石川中学校,第1回ISG,関東,13105,東京都,文京区,NA,千石駅,6,私立,共学,3,98.5507482633681,100
290,279,61,広尾学園小石川中学校,第2回本科,関東,13105,東京都,文京区,NA,千石駅,6,私立,共学,3,98.5507482633681,100
291,279,61,広尾学園小石川中学校,第3回本科,関東,13105,東京都,文京区,NA,千石駅,6,私立,共学,3,98.5507482633681,100
292,279,61,安田学園中学校,先進特待2回,関東,13107,東京都,墨田区,NA,両国駅,11,私立,共学,3.64,98.5507482633681,100
293,279,61,攻玉社中学校,1回,関東,13109,東京都,品川区,NA,不動前駅,4,私立,男子校,4.14,98.5507482633681,100
294,279,61,世田谷学園中学校,1次理数,関東,13112,東京都,世田谷区,NA,三軒茶屋駅,12,私立,男子校,4.01,98.5507482633681,100
295,279,61,東京都市大学等々力中学校,2回S特,関東,13112,東京都,世田谷区,NA,等々力駅,11,私立,共学,3.8099999999999996,98.5507482633681,100
296,279,61,東京都市大学等々力中学校,2回特選･S特ﾁｬﾚﾝｼﾞ,関東,13112,東京都,世田谷区,NA,等々力駅,11,私立,共学,3.8099999999999996,98.5507482633681,100
